#Header	TrainingFile
#Meta	PID-0000000015	2013-04-22_15-28-41
#ClassId	1
15:33:46.6724755	-0.2120049	-0.03968273	1.224003	HipCenter	NotTracked	0	0	0	Spine	NotTracked	0	0	0	ShoulderCenter	Tracked	-0.2182658	0.201542	1.392385	Head	Tracked	-0.1914506	0.3631714	1.287172	ShoulderLeft	Tracked	-0.3684906	0.1276461	1.408363	ElbowLeft	Tracked	-0.4120893	-0.08453044	1.353258	WristLeft	Tracked	-0.3873987	-0.1888196	1.169613	HandLeft	Inferred	-0.378406	-0.2245401	1.108521	ShoulderRight	Tracked	-0.05855267	0.1351439	1.426413	ElbowRight	Tracked	-0.02310289	-0.05613751	1.331809	WristRight	Tracked	-0.02139847	-0.14642	1.184638	HandRight	Tracked	-0.05926756	-0.1290474	1.026457	HipLeft	NotTracked	0	0	0	KneeLeft	NotTracked	0	0	0	AnkleLeft	NotTracked	0	0	0	FootLeft	NotTracked	0	0	0	HipRight	NotTracked	0	0	0	KneeRight	NotTracked	0	0	0	AnkleRight	NotTracked	0	0	0	FootRight	NotTracked	0	0	0
15:33:46.7024725	-0.2169506	-0.02943362	1.224448	HipCenter	NotTracked	0	0	0	Spine	NotTracked	0	0	0	ShoulderCenter	Tracked	-0.2181849	0.2020275	1.391533	Head	Tracked	-0.1917548	0.3635124	1.287271	ShoulderLeft	Tracked	-0.3685224	0.127674	1.408373	ElbowLeft	Tracked	-0.4120956	-0.08452448	1.353261	WristLeft	Tracked	-0.3863495	-0.1884927	1.167324	HandLeft	Inferred	-0.37731	-0.2244137	1.105861	ShoulderRight	Tracked	-0.058664	0.1351608	1.426218	ElbowRight	Tracked	-0.02289633	-0.05662644	1.333324	WristRight	Tracked	-0.02038925	-0.1462644	1.1883	HandRight	Inferred	-0.02010372	-0.1607179	1.106142	HipLeft	NotTracked	0	0	0	KneeLeft	NotTracked	0	0	0	AnkleLeft	NotTracked	0	0	0	FootLeft	NotTracked	0	0	0	HipRight	NotTracked	0	0	0	KneeRight	NotTracked	0	0	0	AnkleRight	NotTracked	0	0	0	FootRight	NotTracked	0	0	0
15:33:46.7364691	-0.2180636	-0.03140835	1.225127	HipCenter	NotTracked	0	0	0	Spine	NotTracked	0	0	0	ShoulderCenter	Tracked	-0.2181144	0.2026235	1.390486	Head	Tracked	-0.1921791	0.3640558	1.287455	ShoulderLeft	Tracked	-0.3685971	0.1277227	1.408389	ElbowLeft	Tracked	-0.4121056	-0.08451059	1.353265	WristLeft	Tracked	-0.3853456	-0.1882787	1.165023	HandLeft	Inferred	-0.3763195	-0.2243027	1.103503	ShoulderRight	Tracked	-0.05884558	0.1352187	1.425955	ElbowRight	Tracked	-0.02292183	-0.05697115	1.334492	WristRight	Tracked	-0.02034808	-0.147255	1.189299	HandRight	Inferred	-8.752383E-05	-0.1794205	1.146145	HipLeft	NotTracked	0	0	0	KneeLeft	NotTracked	0	0	0	AnkleLeft	NotTracked	0	0	0	FootLeft	NotTracked	0	0	0	HipRight	NotTracked	0	0	0	KneeRight	NotTracked	0	0	0	AnkleRight	NotTracked	0	0	0	FootRight	NotTracked	0	0	0
15:33:46.7674660	-0.2115613	-0.03442307	1.223333	HipCenter	NotTracked	0	0	0	Spine	NotTracked	0	0	0	ShoulderCenter	Tracked	-0.2180483	0.2031368	1.38959	Head	Tracked	-0.1925581	0.3645675	1.287642	ShoulderLeft	Tracked	-0.3686773	0.127774	1.408405	ElbowLeft	Tracked	-0.4121171	-0.0844975	1.353268	WristLeft	Tracked	-0.3845308	-0.1881484	1.163015	HandLeft	Inferred	-0.3755071	-0.2241994	1.101536	ShoulderRight	Tracked	-0.05904857	0.1352747	1.425644	ElbowRight	Tracked	-0.0230203	-0.05720476	1.335386	WristRight	Tracked	-0.02137454	-0.1490643	1.188248	HandRight	Inferred	0.008094162	-0.1867619	1.163144	HipLeft	NotTracked	0	0	0	KneeLeft	NotTracked	0	0	0	AnkleLeft	NotTracked	0	0	0	FootLeft	NotTracked	0	0	0	HipRight	NotTracked	0	0	0	KneeRight	NotTracked	0	0	0	AnkleRight	NotTracked	0	0	0	FootRight	NotTracked	0	0	0
15:33:46.8004627	-0.2140091	-0.03384645	1.224657	HipCenter	NotTracked	0	0	0	Spine	NotTracked	0	0	0	ShoulderCenter	Tracked	-0.2180033	0.2035875	1.388833	Head	Tracked	-0.1929272	0.3651502	1.287871	ShoulderLeft	Tracked	-0.3687626	0.127828	1.408421	ElbowLeft	Tracked	-0.4121279	-0.08448602	1.353271	WristLeft	Tracked	-0.3837633	-0.1882081	1.160867	HandLeft	Inferred	-0.3747374	-0.2242008	1.099529	ShoulderRight	Tracked	-0.05927384	0.1353381	1.425302	ElbowRight	Tracked	-0.02316464	-0.05733981	1.336037	WristRight	Tracked	-0.02260069	-0.1509809	1.186189	HandRight	Inferred	0.01320148	-0.1913679	1.173735	HipLeft	NotTracked	0	0	0	KneeLeft	NotTracked	0	0	0	AnkleLeft	NotTracked	0	0	0	FootLeft	NotTracked	0	0	0	HipRight	NotTracked	0	0	0	KneeRight	NotTracked	0	0	0	AnkleRight	NotTracked	0	0	0	FootRight	NotTracked	0	0	0
15:33:46.8304597	-0.2122472	-0.03711303	1.223375	HipCenter	NotTracked	0	0	0	Spine	NotTracked	0	0	0	ShoulderCenter	Tracked	-0.2179877	0.2039295	1.38828	Head	Tracked	-0.1932559	0.3656633	1.288075	ShoulderLeft	Tracked	-0.3688513	0.1278791	1.408435	ElbowLeft	Tracked	-0.4121391	-0.08447413	1.353274	WristLeft	Tracked	-0.383161	-0.1882812	1.159177	HandLeft	Inferred	-0.3741014	-0.2242057	1.097896	ShoulderRight	Tracked	-0.05951468	0.1353986	1.42492	ElbowRight	Tracked	-0.02330554	-0.05743202	1.336501	WristRight	Tracked	-0.02424618	-0.1525292	1.183444	HandRight	Tracked	-0.04577968	-0.1495833	1.041303	HipLeft	NotTracked	0	0	0	KneeLeft	NotTracked	0	0	0	AnkleLeft	NotTracked	0	0	0	FootLeft	NotTracked	0	0	0	HipRight	NotTracked	0	0	0	KneeRight	NotTracked	0	0	0	AnkleRight	NotTracked	0	0	0	FootRight	NotTracked	0	0	0
15:33:46.8644563	-0.2126664	-0.04251013	1.224736	HipCenter	NotTracked	0	0	0	Spine	NotTracked	0	0	0	ShoulderCenter	Tracked	-0.218015	0.2041252	1.387989	Head	Tracked	-0.1936074	0.3659133	1.288179	ShoulderLeft	Tracked	-0.3689442	0.1279166	1.408444	ElbowLeft	Tracked	-0.4121521	-0.08446269	1.353276	WristLeft	Tracked	-0.3863047	-0.1873589	1.169966	HandLeft	Inferred	-0.3766307	-0.2231156	1.107293	ShoulderRight	Tracked	-0.0598777	0.1354485	1.424395	ElbowRight	Tracked	-0.02345508	-0.05749679	1.336813	WristRight	Tracked	-0.02567517	-0.1537835	1.180675	HandRight	Tracked	-0.05533353	-0.1431707	1.018321	HipLeft	NotTracked	0	0	0	KneeLeft	NotTracked	0	0	0	AnkleLeft	NotTracked	0	0	0	FootLeft	NotTracked	0	0	0	HipRight	NotTracked	0	0	0	KneeRight	NotTracked	0	0	0	AnkleRight	NotTracked	0	0	0	FootRight	NotTracked	0	0	0
15:33:46.8964531	-0.2122536	-0.03286056	1.225817	HipCenter	NotTracked	0	0	0	Spine	NotTracked	0	0	0	ShoulderCenter	Tracked	-0.2180515	0.2043134	1.387764	Head	Tracked	-0.1939679	0.3662193	1.288318	ShoulderLeft	Tracked	-0.3690544	0.1279549	1.408454	ElbowLeft	Tracked	-0.4121709	-0.08443408	1.35328	WristLeft	Tracked	-0.3887915	-0.1868631	1.177528	HandLeft	Inferred	-0.3791221	-0.2223869	1.115445	ShoulderRight	Tracked	-0.06024263	0.1355264	1.423867	ElbowRight	Tracked	-0.02362534	-0.05740767	1.336967	WristRight	Tracked	-0.02695403	-0.154925	1.178506	HandRight	Tracked	-0.06770934	-0.1322402	0.9985765	HipLeft	NotTracked	0	0	0	KneeLeft	NotTracked	0	0	0	AnkleLeft	NotTracked	0	0	0	FootLeft	NotTracked	0	0	0	HipRight	NotTracked	0	0	0	KneeRight	NotTracked	0	0	0	AnkleRight	NotTracked	0	0	0	FootRight	NotTracked	0	0	0
15:33:46.9404487	-0.2108256	-0.03789216	1.221789	HipCenter	NotTracked	0	0	0	Spine	NotTracked	0	0	0	ShoulderCenter	Tracked	-0.2180904	0.2044623	1.387611	Head	Tracked	-0.1943454	0.3664497	1.288443	ShoulderLeft	Tracked	-0.3691736	0.1279875	1.408463	ElbowLeft	Tracked	-0.412186	-0.08441668	1.353283	WristLeft	Tracked	-0.3868105	-0.1867899	1.174537	HandLeft	Inferred	-0.3779995	-0.2220864	1.114615	ShoulderRight	Tracked	-0.06062784	0.1355713	1.423306	ElbowRight	Tracked	-0.02385815	-0.05702149	1.336855	WristRight	Tracked	-0.05266643	-0.1172951	1.133822	HandRight	Tracked	-0.08002479	-0.1225303	0.9854329	HipLeft	NotTracked	0	0	0	KneeLeft	NotTracked	0	0	0	AnkleLeft	NotTracked	0	0	0	FootLeft	NotTracked	0	0	0	HipRight	NotTracked	0	0	0	KneeRight	NotTracked	0	0	0	AnkleRight	NotTracked	0	0	0	FootRight	NotTracked	0	0	0
15:33:46.9694458	-0.2112396	-0.03312698	1.2204	HipCenter	NotTracked	0	0	0	Spine	NotTracked	0	0	0	ShoulderCenter	Tracked	-0.2181335	0.2046361	1.387468	Head	Tracked	-0.1948323	0.3667947	1.288669	ShoulderLeft	Tracked	-0.3693215	0.1280345	1.408476	ElbowLeft	Tracked	-0.4121989	-0.08440229	1.353285	WristLeft	Tracked	-0.3850513	-0.1868758	1.171105	HandLeft	Inferred	-0.3767787	-0.2219304	1.112908	ShoulderRight	Tracked	-0.06100595	0.1356307	1.422767	ElbowRight	Tracked	-0.02427988	-0.05612197	1.33641	WristRight	Tracked	-0.05772316	-0.1126299	1.129021	HandRight	Tracked	-0.09140565	-0.1156091	0.9781083	HipLeft	NotTracked	0	0	0	KneeLeft	NotTracked	0	0	0	AnkleLeft	NotTracked	0	0	0	FootLeft	NotTracked	0	0	0	HipRight	NotTracked	0	0	0	KneeRight	NotTracked	0	0	0	AnkleRight	NotTracked	0	0	0	FootRight	NotTracked	0	0	0
